,glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
8149,Neu5Ac(a2-3)Gal(?1-3)[HexNAc(?1-6)]GalNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8150,Neu5Ac(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-2/3/6)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8151,Neu5Ac(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8152,Neu5Ac(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8153,Neu5Ac(a2-3/6)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8154,Neu5Ac(a2-8)Neu5Ac(a2-3/6)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8155,Neu5Gc(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-3/4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2/4/6)[GlcNAc(b1-2/4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8156,Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,gwb
8157,Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8158,Xyl(b1-2)[ManOMe(a1-3)][ManOMe(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8159,{Fuc(a1-2)}Gal(?1-3)[Gal(?1-6)]GalNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8160,{Fuc(a1-2/3/4)}{GlcNAc(b1-2/4)}{Hex(?1-?)}{Neu5Gc(a2-3/6)}GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8161,{Fuc(a1-2/3/4)}{Neu5Ac(a2-3/6)}Neu5Ac(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8162,{Gal(b1-3/4)GlcNAc(b1-3/4/6)}Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3/4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8163,{Gal(b1-3/4)GlcNAc(b1-3/4/6)}{Gal(b1-3/4)GlcNAc(b1-3/4/6)}{GlcNAc(b1-4/6)}Gal(b1-3/4)GlcNAc(b1-2)[Gal(b1-3/4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-3/4)GlcNAc(b1-2)[Gal(b1-3/4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8164,{GalNAc(b1-3/4)GlcNAc(b1-3/4/6)}{Neu5Gc(a2-3/6)}Neu5Gc(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-3/4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Cornu_aspersum,Cornu,Helicidae,Stylommatophora,Gastropoda,Mollusca,Animalia,Eukarya,https://glycopost.glycosmos.org/entry/GPST000297
8165,Glc1Cer,Cortinarius_tenuipes,Cortinarius,Cortinariaceae,Agaricales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12669823/
8166,Gal(b1-3)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8167,Gal(b1-3)GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8168,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8169,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-3)GlcNAc(b1-2)Man(a1-3/6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8170,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8171,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8172,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8173,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8174,GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8175,GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8176,Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35231713/
8177,Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35231713/
8178,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35231713/
8179,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35231713/
8180,Man(a1-3/6)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35183770/
8181,Man(a1-3/6)Man(a1-6)[Xyl(b1-2)][Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35231713/
8182,Xyl(b1-2)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8183,Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35231713/
8184,Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35231713/
8185,Xyl(b1-2)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35231713/
8186,Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8187,Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Corylus_avellana,Corylus,Betulaceae,Fagales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/
8188,Glc(a1-1)Glc,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/25427102/
8189,GlcA(b1-3)GlcNAc(b1-4)GlcA,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29339554/
8190,Man(a1-6)Man(a1-6)Man,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
8191,Man(a1-6)Man(a1-6)Man(a1-6)Man,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
8192,Rha(a1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-5)[D-Araf(a1-6)]Galf(b1-5)Galf(b1-5)[D-Araf(a1-6)]Galf(b1-5)Galf(b1-5)[D-Araf(a1-6)]Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
8193,[Man(a1-2)]Man(a1-6)[D-Araf(a1-2)Man(a1-2)]Man(a1-6)[D-Araf(a1-2)]Man(a1-6)Man(a1-6)Man,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
8194,[Man(a1-2)]Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-6)[D-Araf(a1-2)]Man(a1-6)Man(a1-6)Man,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
8195,Glc(b1-4)[GalOPyr(a1-3)]Fuc(a1-4)Fuc(a1-3)Glc,Corynebacterium_insidiosum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria,Bacteria,
8196,GlcALys(b1-6)GalNAc(a1-6)GlcNAc(b1-3)GlcNAc(b1-4)GlcALys,Cosenzaea_myxofaciens,Cosenzaea,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
8197,GlcNAc(b1-3)GlcNAc(b1-4)GlcALys(b1-6)GalNAc(a1-6)GlcNAc,Cosenzaea_myxofaciens,Cosenzaea,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
8198,Rha(a1-2)[D-Apif(b1-4)]Glc,Costus_afer,Costus,Costaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,
8199,Rha(a1-4)[D-Apif(b1-2)]Glc,Costus_afer,Costus,Costaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,
8200,RhaOAc(a1-2)[D-Apif(b1-4)]Glc,Costus_afer,Costus,Costaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,
8201,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
8202,GlcA3S(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1371145/
8203,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,gwb
8204,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
8205,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,gwb
8206,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,gwb
8207,Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
8208,Man(a1-3)Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
8209,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
8210,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/2346940/
8211,Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
8212,Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1371145/
8213,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1371145/
8214,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1371145/
8215,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Coturnix_coturnix,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1371145/
8216,Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7804001/
8217,Gal(a1-4)Gal(b1-3/4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8218,Gal(a1-4)Gal(b1-4)Glc1Cer,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7804001/
8219,Gal(a1-4)Gal1Cer,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7804001/
8220,Gal(b1-3)GalNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,gwb
8221,Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3/4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8222,Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8223,Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8224,Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8225,Gal(b1-3/4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8226,Gal(b1-3/4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8227,Gal(b1-3/4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8228,Gal(b1-3/4)GlcNAc(b1-2)[Gal(b1-3/4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8229,Gal(b1-3/4)GlcNAc(b1-2)[Gal(b1-3/4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8230,Gal(b1-3/4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8231,Gal(b1-3/4)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30537828/
8232,Gal(b1-4)Glc1Cer,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/7804001/
8233,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
8234,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8257848/
8235,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,gwb
8236,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
8237,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8257848/
8238,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,gwb
8239,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)Glc(b1-4)GlcNAc,Coturnix_japonica,Coturnix,Phasianidae,Galliformes,Aves,Chordata,Animalia,Eukarya,
